,Question,subject_Chemistry,subject_Physics
51428,Describe the difference in the fundamental frequency between a pipe closed at one end and a pipe open at both ends.,0.0,1.0
51429,Provide an example of a situation where resonance occurs in a musical instrument.,0.0,1.0
51430,What is the speed of sound in air as given in the text?,0.0,1.0
51431,Describe the concept of beats and how they are produced.,0.0,1.0
51432,Provide an example of how changing the tension in a string affects the beat frequency.,0.0,1.0
51433,What is the relationship between displacement nodes and pressure antinodes in a sound wave?,0.0,1.0
51434,Describe the process by which bats use sound to navigate and identify obstacles.,0.0,1.0
51435,Provide an example of two musical instruments that can produce notes of the same frequency but sound different. Explain why they sound different.,0.0,1.0
51436,What is the term used to describe the phenomenon where the shape of a pulse changes as it travels through a medium?,0.0,1.0
51437,Describe what happens to a wave pulse as it travels through a dispersive medium.,0.0,1.0
51438,Provide an example of a medium where dispersion occurs and explain how it affects the propagation of waves.,0.0,1.0
51439,** What is the term used to describe a motion that repeats after a certain interval of time?,0.0,1.0
51440,** Describe the key characteristics of oscillatory motion.,0.0,1.0
51441,** Provide an example of an oscillatory motion from everyday life and explain how it demonstrates periodic behavior.,0.0,1.0
51442,What is the term used to describe the back and forth motion around a mean position?,0.0,1.0
51443,Describe the motion of a pendulum in a wall clock.,0.0,1.0
51444,Provide an example of oscillatory motion from everyday life.,0.0,1.0
51445,What is oscillatory motion?,0.0,1.0
51446,Describe the role of oscillatory motion in the functioning of a musical instrument like a guitar.,0.0,1.0
51447,Provide an example of oscillatory motion in everyday life and explain how it works.,0.0,1.0
51448,What is the term used to describe the maximum displacement from the equilibrium position in oscillatory motion?,0.0,1.0
51449,Describe the concept of frequency in the context of oscillatory motion.,0.0,1.0
51450,Provide an example of a physical system that exhibits oscillatory motion.,0.0,1.0
51451,What is the restoring force in simple harmonic motion proportional to?,0.0,1.0
51452,Describe the relationship between velocity and acceleration in simple harmonic motion.,0.0,1.0
51453,Provide an example of a system that exhibits simple harmonic motion.,0.0,1.0
51454,Identify the type of motion described when an object returns to its initial position after a fixed interval of time.,0.0,1.0
51455,Describe the graphical representation of the height above the ground versus time for a child climbing up and down a step repeatedly.,0.0,1.0
51456,Provide an example of a periodic motion that is not oscillatory.,0.0,1.0
51457,What is the term for a motion that repeats itself at regular intervals of time?,0.0,1.0
51458,Describe the shape of the height versus time graph for a bouncing ball.,0.0,1.0
51459,Provide an example of periodic motion other than a bouncing ball.,0.0,1.0
51460,What is the term used to describe the time interval after which a periodic motion repeats itself?,0.0,1.0
51461,Describe the behavior of a body at its equilibrium position in periodic motion.,0.0,1.0
51462,Provide an example of a system that exhibits periodic motion and describe its equilibrium position.,0.0,1.0
51463,What is the key difference between oscillatory motion and periodic motion?,0.0,1.0
51464,Describe the behavior of a ball placed in a bowl when it is slightly displaced from its equilibrium position.,0.0,1.0
51465,Provide an example of a motion that is periodic but not oscillatory.,0.0,1.0
51466,What is the defining characteristic of Simple Harmonic Motion?,0.0,1.0
51467,Describe the relationship between the force and displacement in Simple Harmonic Motion.,0.0,1.0
51468,Provide an example of a system that exhibits Simple Harmonic Motion.,0.0,1.0
51469,What are the two types of oscillations mentioned in the text?,0.0,1.0
51470,Describe the effect of damping on an oscillating system.,0.0,1.0
51471,Provide an example of a system that exhibits forced oscillations.,0.0,1.0
51472,What is the SI unit of the period of a periodic motion?,0.0,1.0
51473,Describe the concept of periodic motion.,0.0,1.0
51474,Provide an example of a periodic motion that is not a wave.,0.0,1.0
51475,What is the unit used to express the period of vibrations of a quartz crystal?,0.0,1.0
51476,Describe the relationship between the period and frequency of an oscillation.,0.0,1.0
51477,Provide an example of a natural phenomenon with a long period of oscillation.,0.0,1.0
51478,What is the symbol used to represent frequency?,0.0,1.0
51479,Describe the relationship between frequency (Î½) and time period (T).,0.0,1.0
51480,Provide an example of a real-life scenario where frequency is measured.,0.0,1.0
51481,What is the frequency of a heartbeat if it beats 75 times per minute?,0.0,1.0
51482,Describe the relationship between frequency and period.,0.0,1.0
51483,Provide an example of a real-life situation where frequency and period are relevant.,0.0,1.0
51484,What is the term used to describe the change in position of an object with time?,0.0,1.0
51485,Describe what is meant by the term 'displacement' in the context of a steel ball moving in a straight line.,0.0,1.0
51486,"Provide an example of a situation where displacement is measured, and explain why the choice of origin is convenient in that context.",0.0,1.0
51487,What is the term used to describe the distance of a block from its equilibrium position in a mass-spring system?,0.0,1.0
51488,Describe the motion of a simple pendulum in terms of its displacement variable.,0.0,1.0
51489,Provide an example of a system that exhibits Simple Harmonic Motion and explain how the displacement is measured in this system.,0.0,1.0
51490,What is the displacement variable used to describe the motion of a simple pendulum?,0.0,1.0
51491,Describe the displacement variable in the context of an AC circuit.,0.0,1.0
51492,Provide an example of a displacement variable in the context of wave propagation.,0.0,1.0
51493,What is the formula for a simple periodic function representing displacement in periodic motion?,0.0,1.0
51494,Describe the behavior of the function f(t) = A cos(Ï‰t) when the argument Ï‰t is increased by an integral multiple of 2Ï€ radians.,0.0,1.0
51495,Provide an example of a physical system where the displacement can be represented by the function f(t) = A cos(Ï‰t).,0.0,1.0
51496,What is the term used to describe the bending of light as it passes from one medium to another?,0.0,1.0
51497,Describe what happens to a ray of light when it travels from air into water.,0.0,1.0
51498,Provide an example of a situation where refraction of light can be observed in daily life.,0.0,1.0
51499,What is the formula for the period \( T \) of a function \( f(t) = A \sin(\omega t) \)?,0.0,1.0
51500,Describe the properties of a periodic function \( f(t) \) with period \( T \).,0.0,1.0
51501,Provide an example of a periodic function and calculate its period if \( \omega = 2 \) radians per second.,0.0,1.0
51502,What is the formula for a periodic sine function?,0.0,1.0
51503,Describe the significance of the Fourier series in the context of periodic functions.,0.0,1.0
51504,Provide an example of a periodic function that can be expressed as a Fourier series.,0.0,1.0
51505,Identify whether the function eâ€“Ï‰t represents periodic or non-periodic motion.,0.0,1.0
51506,Describe the properties of the function sin Ï‰t + cos Ï‰t in terms of its periodicity.,0.0,1.0
51507,Provide an example of a function that represents non-periodic motion and explain why it is non-periodic.,0.0,1.0
51508,What is the period of the function sin(Ï‰t)?,0.0,1.0
51509,"Describe the relationship between the periods of the functions sin(Ï‰t), cos(2Ï‰t), and sin(4Ï‰t).",0.0,1.0
51510,Provide an example of a periodic function that has a period of 2 seconds.,0.0,1.0
51511,What is the period of a periodic function in Simple Harmonic Motion?,0.0,1.0
51512,Describe the behavior of the function eâ€“Ï‰t over time.,0.0,1.0
